Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,Classificacao
7.976123696837856,6.276123696837856,20.49000659851611,0.1547752606324288,2.0,2.0,2.0,
7.9,6.2,19.05,0.17,2.0,2.0,2.0,
7.996498612105532,6.489495836316598,19.701365631712346,0.09280111031557393,2.0,2.964986121055326,2.0,
6.779364283900993,6.386772619349834,24.18624703212045,0.15132273806501656,2.1867726193498345,5.73545238699669,2.0,
7.881915434101304,6.203014094316449,19.13288759370236,0.16969859056835507,2.0030140943164496,2.0602818863289896,2.0,
7.9,6.2,19.05,0.17,2.0,2.0,2.0,
8.194798259147278,6.494798259147278,24.626600402202683,0.11104034817054431,2.0,2.0,2.0,
3.8029353974845477,5.5544460822519515,28.060574793371835,0.05148489315232596,72.9697863046519,500.0,2.0,
7.7,6.6,8.1,0.08,130.0,500.0,2.0,
7.7848744052107275,6.72731160781609,19.98241672950177,0.09273116078160903,75.68038066513476,457.5627973946365,2.0,
4.769746035072849,5.813834302092715,23.108617869139067,0.05855911732980133,87.11823465960268,500.0,2.0,
6.854690139799435,6.24376227320119,32.73474449727362,0.21887233417580715,87.73450698997173,500.0,2.0,
6.474402784596834,6.271181234891833,14.377449152064997,0.07103221549705001,112.06443099410001,500.0,2.0,
7.576755081329772,6.579459180221629,25.724023369842648,0.1580551151578113,109.45918022162861,500.0,2.0,
6.807430824685348,6.360530221257044,12.671695776001881,0.07346900603428302,116.93801206856605,500.0,2.0,
7.410193562260938,6.551698927043489,49.54232059668595,0.2635440772347396,81.69892704348958,500.0,2.0,
7.164399035614825,6.456302180286904,10.843322012704554,0.07608096855327921,122.16193710655841,500.0,2.0,
7.588448964630074,6.581408160771678,24.051798057899394,0.1506489890676197,111.40816077167904,500.0,2.0,
7.663825438891984,6.584755006390193,9.154230066576456,0.08594296361060258,128.1912719445992,500.0,2.0,
7.74435589838671,6.666533847580063,14.309825774139298,0.0866533847580064,101.61222503250606,477.82205080664534,2.0,
7.465858658485954,6.5609764430809925,41.58221183650865,0.22828951629222943,90.97644308099225,500.0,2.0,
7.639647430313336,6.589941238385555,16.73041746519293,0.11822329413488711,119.94123838555603,500.0,2.0,
7.5879112364594485,6.55276259250791,11.366586823181796,0.09841458258166208,124.39556182297241,500.0,2.0,
7.557664046046643,6.576277341007773,28.454041415330046,0.17014610417045944,106.27734100777383,500.0,2.0,
8.6,6.6,17.9,0.08,70.0,140.0,2.0,
8.566093538229467,6.6254298463279,18.306877541246397,0.08678129235410666,71.69532308852666,140.0,2.0,
8.6,6.6,17.9,0.08,70.0,140.0,2.0,
8.291410662056157,6.831442003457882,21.60307205532611,0.14171786758876853,85.42946689719213,140.0,2.0,
5.686694595109229,6.050916707757063,24.25505503507721,0.2015138820404896,31.69722359190208,170.0,2.0,
7.7,6.6,17.3,0.11,50.0,170.0,2.0,
6.1970137608724,6.190094662056109,22.492134280622615,0.1783175563239818,36.33648873520364,170.0,2.0,
7.731399714380398,6.610466571460132,18.304790860172726,0.10947667142699337,48.95334285398674,170.0,2.0,
5.977733040429354,6.130290829208006,23.249649496698595,0.18828486179866574,34.343027640266854,170.0,2.0,
7.7,6.6,17.3,0.11,50.0,170.0,2.0,
7.7,6.6,17.3,0.11,50.0,170.0,2.0,
6.581346122322342,6.294912578815184,21.164440668340998,0.1608479035308026,39.830419293839476,170.0,2.0,
7.886321470919586,6.6,21.39907236023088,0.14027723902443262,50.0,170.0,2.0,
8.207197985413236,6.769065995137745,33.53033553322355,0.10154670024311274,33.09340048622546,170.0,2.0,
8.136297685844085,6.745432561948028,31.26152594701066,0.10272837190259862,35.456743805197235,170.0,2.0,
5.542325416344527,6.011543295366689,24.75378492535527,0.20807611743888516,30.38477651222297,170.0,2.0,
7.824554078204747,6.6,20.04018972050442,0.13024003770827128,50.0,170.0,2.0,
7.7,6.6,17.3,0.11,50.0,170.0,2.0,
7.827078889928902,6.6423596299763,21.36652447772485,0.10788201850118498,45.764037002369946,170.0,2.0,
8.175523860572802,6.758507953524267,32.51676353832966,0.10207460232378664,34.149204647573264,170.0,2.0,
7.28880394780974,6.487855622129929,18.7204954530209,0.12869072964501183,46.261854070997636,170.0,2.0,
7.753327863858645,6.6,18.473213004890187,0.1186657778770298,50.0,170.0,2.0,
8.200575677365748,6.699856080658563,14.804461499584551,0.08998560806585629,70.0,140.0,2.0,
8.59007311542194,6.607445163433544,18.019122614936716,0.08198537691561193,70.49634422890298,140.0,2.0,
8.6,6.6,17.9,0.08,70.0,140.0,2.0,
8.453853263379738,6.6365366841550655,16.767362791192976,0.08365366841550653,70.0,140.0,2.0,
7.868323091951563,6.852484637927345,31.665232873218827,0.10524846379273446,22.273221150999646,415.8384540242185,2.0,
7.7,6.6,8.1,0.08,130.0,500.0,2.0,
7.7,6.6,8.1,0.08,130.0,500.0,2.0,
7.422142104075612,6.553690350679268,47.833679117187486,0.25597666741877906,83.69035067926868,500.0,2.0,
7.662697456748819,6.589992000591146,8.291061806896295,0.07972705456157672,129.45410912315344,500.0,2.0,
7.677376347202164,6.59622939120036,11.335182350090616,0.09432831343862977,126.22939120036058,500.0,2.0,
6.673529208759493,6.324605397472059,13.357533320987965,0.07248923811287433,114.97847622574866,500.0,2.0,
6.762958417091098,6.205103904345534,35.40806898763086,0.23394254576360535,83.14792085455488,500.0,2.0,
7.433518341046549,6.555586390174424,46.20687723034361,0.24877171733718617,85.58639017442471,500.0,2.0,
7.5620174146118115,6.577002902435302,27.831509710511,0.16738897074585293,107.00290243530186,500.0,2.0,
7.821394623254854,6.7820919348822795,25.095247255679432,0.09820919348822796,52.307441116894026,439.30268837257347,2.0,
7.643450044161332,6.590575007360222,16.18664368492957,0.11581497203115662,120.57500736022195,500.0,2.0,
4.3996359810850905,5.714536482730146,25.00430351151539,0.055850994983549444,81.70198996709888,500.0,2.0,
7.8934656222706945,6.8901984334060415,35.18518711789715,0.10901984334060409,6.182001746755873,403.267188864653,2.0,
7.619420320125621,6.5865700533542695,19.62289422203623,0.1310337972537735,116.57005335427013,500.0,2.0,
7.551552214519837,6.575258702419973,29.328033323663433,0.1740169308041038,105.25870241997268,500.0,2.0,
7.579437445291076,6.5491914948012395,11.61353730866005,0.09980670541646597,123.97187226455384,500.0,2.0,
7.576345337414812,6.8,68.86987026088708,0.2191395659524078,30.0,61.18273312925937,2.0,
7.8,6.8,64.9,0.18,30.0,50.0,2.0,
7.857774593662031,6.785556351584492,67.51430036320691,0.26666189049304656,31.444364841550776,48.55563515844922,2.0,
7.8,6.8,64.9,0.18,30.0,50.0,2.0,
7.933641860834625,6.766589534791343,70.9472942027668,0.38046279125193794,33.34104652086563,46.65895347913437,2.0,
8.26964778777467,6.852183087530519,73.77112488018822,0.4617886726648023,35.21830875305189,44.78169124694811,2.0,
7.565738265828481,6.8,69.05814578154448,0.22099580348001593,30.0,61.713086708575986,2.0,
7.796601768557116,6.8,64.9603186081112,0.18059469050250465,30.0,50.16991157214419,2.0,
7.495597606820178,6.8,70.30314247894185,0.23327041880646887,30.0,65.22011965899111,2.0,
8.085205716744696,6.728698570813826,77.80555868269751,0.6078085751170446,37.13014291861741,42.86985708138259,2.0,
7.653485445517391,6.8,67.50063334206631,0.20564004703445654,30.0,57.325727724130445,2.0,
7.8,6.8,64.9,0.18,30.0,50.0,2.0,
7.49802698408598,6.8,70.26002103247386,0.2328452777849535,30.0,65.098650795701,2.0,
8.659657644430318,6.895517516047813,81.13797772812825,0.6957945866581916,39.55175160478132,40.44824839521868,2.0,
7.8,6.8,64.9,0.18,30.0,50.0,2.0,
7.670590154505184,6.8,67.19702475753297,0.20264672296159264,30.0,56.47049227474076,2.0,
7.726474844207274,6.8,66.2050715153209,0.19286690226372705,30.0,53.676257789636296,2.0,
7.569225550662065,6.51153193832758,67.15005088104488,0.208846806167242,30.0,55.76936123344839,2.0,
7.861936557858982,6.7845158605352545,67.70262924311893,0.272904836788473,31.54841394647455,48.45158605352545,2.0,
7.8,6.8,64.9,0.18,30.0,50.0,2.0,
7.521194794426295,6.451493493032868,67.61835075434362,0.21485065069671316,30.0,56.97013013934263,2.0,
8.304104384708413,6.856011598300935,74.42197171115893,0.48246263082504814,35.601159830093486,44.398840169906514,2.0,
7.954585025731173,6.761353743567207,71.89497241433563,0.4118775385967612,33.86462564327935,46.13537435672065,2.0,
7.8,6.8,64.9,0.18,30.0,50.0,2.0,
7.575155646950709,6.8,68.89098726662493,0.21934776178362606,30.0,61.24221765246459,2.0,
7.8,6.8,64.9,0.18,30.0,50.0,2.0,
7.835129276247419,6.713639144701029,68.67724105197523,0.2060745065773195,25.395940799175737,2400.0,0.7099138158350538,
7.294993545789591,5.742490318684386,60.777663190869994,0.033748386447397694,440.8665177459798,2400.0,1.833761294868216,
7.83645412290829,6.71433311199958,68.68995957991959,0.20610605054543546,25.207938749204647,2400.0,0.709030584727807,
8.424082157726303,6.517278561515798,36.715101323849424,0.14638767634105454,247.96765148125579,2258.639280757899,1.5895250346947072,
6.06791985537099,5.787958019480042,51.7120306115615,0.16399809179454738,276.1713729044977,2400.0,1.8880534297526737,
8.162410162581038,6.691726558279307,57.41335613983985,0.1856384756128442,96.19789429700242,2345.863279139654,0.9789570460224235,
7.703606850352388,6.355410275528582,66.27351213723963,0.13590171258809713,186.50473565563811,2400.0,1.1186880118833198,
7.5448628753242275,6.11729431298634,64.13840567311085,0.09621571883105674,285.3228601106687,2400.0,1.3964899681826028,
8.264512690891577,7.240854484819292,59.45024803223095,0.20118291030361415,7.290253817831508,2400.0,0.9526835878554338,
8.565143352356252,6.423237765095832,25.557160828620454,0.12522849714656217,329.78314436662623,2211.6188825479157,1.918667822164588,
8.44373794886676,6.504174700755493,35.16032824463922,0.14343930766998586,259.3680103427213,2252.0873503777466,1.6353885473557752,
8.017323952170939,6.8,68.7354922089574,0.21,2.519718565128164,2400.0,0.6519718565128164,
8.13383083110697,6.8,58.482886862586625,0.21,6.014924933209105,2400.0,1.0014924933209104,
8.005151860936332,6.8,39.09466362376028,0.12358785112509353,30.0,199.4848139063669,2.0,
7.4234392004071506,6.668203720142502,45.60700999491061,0.08351588006107262,53.535049974553075,224.7070099949106,2.0,
7.8245741951725885,6.8,40.68374708248122,0.13803406438619292,30.0,217.54258048274116,2.0,
7.761787572130729,6.7426813581960925,43.03989596067921,0.15910621393463584,31.910621393463583,210.44689303268208,2.0,
7.167589113973082,6.578656189890578,48.80513607533648,0.04513836709596228,69.52568037668239,227.9051360753365,2.0,
6.755894683989922,6.436832933561712,33.636658671234244,0.17177711831335019,30.0,197.30205834760702,2.0,
7.950831120815574,6.8,39.572686136822945,0.12793351033475406,30.0,204.91688791844257,2.0,
7.992009536982479,6.8,39.210316074554186,0.12463923704140169,30.0,200.7990463017521,2.0,
5.834881119350936,6.116480389339456,27.229607786789117,0.1998079659327976,30.0,177.280024333716,2.0,
7.650200196519008,6.575300294778513,49.288788994935516,0.21489990174049567,37.48999017404957,182.55004912975215,2.0,
7.9361576985905415,6.8,39.701812252403236,0.1291073841127567,30.0,206.38423014094587,2.0,
7.529745767511542,6.7059985278301015,39.019970556602026,0.14822512881486613,30.0,214.12490798938134,2.0,
7.925999110822036,6.8,39.79120782476608,0.12992007113423715,30.0,207.4000889177964,2.0,
8.260378225527367,6.8,36.84867161535917,0.10316974195781066,30.0,173.96217744726331,2.0,
7.683682232430049,6.625523348645073,47.413794983917256,0.19815888378497554,35.815888378497554,190.92055810751222,2.0,
8.066740104372391,6.8,38.552687081522954,0.1186607916502087,30.0,193.32598956276087,2.0,
6.428294720707338,6.32288512024603,31.357702404920616,0.1817475519784723,30.0,190.18032001537694,2.0,
7.983014132873258,6.8,39.28947563071533,0.1253588693701394,30.0,201.69858671267423,2.0,
8.203553510159757,6.8,37.34872911059414,0.1077157191872195,30.0,179.64464898402437,2.0,
6.596441626609425,6.3813710005598,32.527420011196,0.1766300374510175,30.0,193.8356875349875,2.0,
7.53147982363177,6.706601677784963,39.03203355569927,0.1481723531938157,30.0,214.16260486156023,2.0,
7.8645325624145315,6.8,40.332113450752125,0.1348373950068375,30.0,213.54674375854685,2.0,
7.324198597448167,6.3254808415311,41.451926588653414,0.1033653536295287,107.78845120984289,225.36859146502619,2.0,
7.7,6.474628087228336,47.73289201250344,0.34048553271062587,111.90289345787482,173.17148909645803,2.0,
7.76167042433524,6.285011273005719,27.231467510232292,0.1784153514826661,130.74943634971405,204.58239391619006,2.0,
7.352183532456313,6.447816467543687,38.0650081690752,0.12174129480267036,96.52294155703908,176.52294155703908,2.0,
7.852819117315776,6.558457351947328,22.40058678226388,0.14651330893947845,117.07713240263362,181.79522067105603,2.0,
7.600875022837237,6.199124977162763,32.65596825329009,0.1776968801383784,127.60937785465465,207.60937785465467,2.0,
7.707268149663249,6.121804448989745,31.52844317734966,0.20363407483162427,138.90977755051273,218.1829625841879,2.0,
7.659261093943047,6.140738906056953,31.38607120673873,0.19083374613718557,134.90763674288087,214.90763674288087,2.0,
7.408602426461024,6.391397573538976,36.837897224472734,0.1344355459537304,103.57530330762799,183.575303307628,2.0,
7.620132104783742,6.179867895216258,32.237126720953626,0.1820297235763418,130.01651309796767,210.01651309796767,2.0,
7.440110355646224,6.255933786612265,38.07392677831003,0.1331712343090291,117.72374476967637,223.71270920505393,2.0,
7.49932033359743,6.30067966640257,34.8647827442559,0.15484707505942177,114.91504169967877,194.91504169967877,2.0,
7.7,6.390187267380065,43.848614299482996,0.3088202252675244,118.23595494649511,183.72659157749186,2.0,
7.7,6.14529248930365,32.58345450796791,0.21698468348886882,136.60306330222625,214.33843883704373,2.0,
7.781273281055492,6.343819843166477,26.192516104058907,0.1715543516305777,127.80900784167616,199.68167973612694,2.0,
7.360448963600113,6.303730621839931,40.39548734651099,0.11268687635431483,110.89562545143828,224.85072909142696,2.0,
7.808165412794308,6.424496238382924,24.76723312190168,0.16214210552199224,123.77518808085381,192.95864680142301,2.0,
7.7,6.4273442565580865,45.557835801671985,0.32275409620928247,115.4491807581435,179.08196793023916,2.0,
7.7,6.168671278017286,33.65887878879519,0.22575172925648254,134.8496541487035,211.41609024783915,2.0,
7.8615662903653245,6.5846988710959735,53.36163008669341,0.28078314518266223,115.76505644520134,179.6084274086689,2.0,
7.422848628921339,6.377151371078661,36.52804232096088,0.1376409415073013,105.35607861516739,185.3560786151674,2.0,
7.7,6.322348325679584,40.72802298126085,0.2833806221298439,123.32387557403122,192.20645929005204,2.0,
6.711274749913056,5.9103304907181995,41.897110861990214,0.14798111481610288,315.02360647987143,2339.9055740805143,2.0,
7.487552104830527,6.111587582733841,34.04808427338022,0.13648070955806627,329.3991130524172,2282.4035477903312,2.0,
8.516961448419124,6.45535903438725,29.368349430047193,0.1324557827371312,301.83764008309265,2227.679517193625,1.8062433796446256,
8.20054085584078,6.666306096106147,54.39721830299434,0.17991887162388304,118.31369638765219,2333.1530480530737,1.0679286636284857,
8.442598307994313,6.87220507601706,41.2684651953339,0.16197378453484979,170.5620711135172,2304.9344613371245,1.4753276933143777,
8.344250079782888,6.65574992021711,41.891731544207275,0.1775437320488498,131.33381821437078,2327.874960108555,1.4885001595657794,
7.6874032912230765,6.1634008532800575,32.02736672207778,0.1335199512411396,333.1000609485755,2267.599756205698,2.0,
8.055880053596098,6.7627466309359345,65.83988776054862,0.20161799196058522,34.410431085737116,2381.373315467967,0.7303867917242299,
7.014101354845942,5.988841091997096,38.83519741211325,0.14349479474302307,320.63150657122117,2317.4739737151153,2.0,
8.548758509425475,6.4341609937163495,26.853201904444873,0.12768622358617865,320.2799354667759,2217.0804968581747,1.8804365219927766,
7.9702744130138,6.040156807436457,39.30780645885254,0.07052156102251284,417.4705986056643,2289.960798140886,2.0,
6.557838652192188,5.870550761679456,43.44852029450122,0.15025424218974537,312.1821972628183,2351.271210948727,2.0,
7.488211613574819,5.764692350614182,51.9447384155744,0.03264519820945004,469.12018425984087,2358.8269123464543,2.0,
7.264587957537851,6.053782063065369,36.30249954045061,0.13978388211055034,325.27014736181206,2298.9194105527517,2.0,
8.24210097166748,6.75789902833252,49.51716246502265,0.2005272813748171,43.996330775695014,2378.94951416626,1.284201943334959,
8.519699468841711,6.640901593474868,32.221928989239274,0.1414134749755438,258.4573944795502,2253.5336874388595,1.7323315628057023,
8.025161823866426,6.071521042209387,37.868972188644385,0.07483414330379068,411.58980458574,2282.1197394476535,2.0,
8.060841853658617,6.759438764227588,65.44740937560333,0.20087372195120728,37.288275121998424,2379.719382113794,0.741964325203442,
8.241497313411367,6.758502686588631,49.562225553841344,0.2006631044824421,43.480202966720015,2379.2513432943156,1.2829946268227368,
6.748575524173361,5.920001061822724,41.519958588913795,0.14742851075298724,315.714361558766,2337.142553764936,2.0,
7.397427234028892,5.712815562302223,54.32458607938548,0.02551213981655577,478.84708206833307,2371.7961094244442,2.0,
8.360312179218171,6.337858713130638,25.223510187905152,0.12355093067824931,345.56133665218834,2217.7546533912464,2.0,
7.494503516654557,6.579749246431166,32.1566100210497,0.10645135642390041,110.0,140.0,2.0,
7.875566065414841,6.498092985982534,44.07842404655003,0.2534326252314388,110.0,140.0,2.0,
8.064333697514357,6.494582878107054,52.47315264569727,0.3328667395028714,110.0,145.3499453728465,2.0,
8.052126032731591,6.509842459085512,52.943147739833755,0.3304252065463182,110.0,147.18109509026138,2.0,
8.141796850801388,6.63808582860625,39.2296943724056,0.26476566855750033,101.64062983972227,140.0,2.0,
7.999523198158213,6.4625596002302235,50.54737758987017,0.3425119200460447,110.0,147.535760138134,2.0,
8.00382972419505,6.369858103495876,41.38680214370008,0.24382972419505028,110.0,140.0,2.0,
8.059506454178507,6.41625537848209,47.01015187202925,0.2995064541785074,110.0,140.0,2.0,
8.0111469703323,6.37595580861025,42.12584400356235,0.25114697033230043,110.0,140.0,2.0,
7.699401329820599,6.5358425721813,38.566984461530176,0.1854833700736597,110.0,140.0,2.0,
8.011629258381786,6.560463427022766,54.50227355230119,0.32232585167635747,110.0,153.25561124273193,2.0,
7.961312495505635,6.467335938061796,50.337218725281,0.3434671876123591,110.0,150.40156283707734,2.0,
7.57748350980002,6.561967819328567,34.75269837802921,0.13845792520857925,110.0,140.0,2.0,
7.9212980057213365,6.67337749284833,57.98002677972855,0.30425960114426726,110.0,166.80529914179954,2.0,
7.94864215541952,6.6391973057256,56.927277016348455,0.30972843108390413,110.0,162.70367668707192,2.0,
7.967199719152928,6.466600035105884,50.369598455341105,0.3433200070211768,110.0,149.96002106353038,2.0,
7.802223132864978,6.487222108391878,49.46222723075738,0.3474444216783755,110.0,162.3332650351266,2.0,
8.039207927010379,6.457599009123703,50.76564359855709,0.3415198018247405,110.0,144.55940547422153,2.0,
8.008777408336096,6.4695476982136935,48.24603606080073,0.3048141432153515,110.0,140.0,2.0,
8.134562703703615,6.605532166666272,41.28419214817309,0.2777871333334914,103.08745925927683,140.0,2.0,
7.776919052382377,6.490385118452203,49.32305478810307,0.3480770236904406,110.0,164.2310710713217,2.0,
8.12463482472423,6.560856711259036,44.10370977831863,0.2956573154963857,105.07303505515397,140.0,2.0,
8.062047954660791,6.386084250042291,34.37830182371803,0.2373493182202641,289.2469204872245,700.0,2.0,
7.968290464793645,6.413170953520636,41.49472331529548,0.28687866985777943,272.34099760666544,713.1709535206355,2.0,
7.756502012588168,6.271188254720563,21.601335534997137,0.04390120755290078,119.66355660878816,700.0,2.0,
7.466216715252712,6.463378328474729,61.67808804684097,0.42745931972924056,166.9055102030696,763.3783284747287,2.0,
8.074679883663002,6.351891778959705,40.504419777289606,0.2272118952967021,300.0,649.3597673260047,2.0,
7.766822504803091,6.2778349184278,20.207480230548377,0.1389408349343637,205.59970969420917,700.0,2.0,
8.047242037757465,6.299759871739184,45.16885358123096,0.20251783398171846,300.0,594.4840755149299,2.0,
7.837825608623736,6.301684603233901,25.05758836650876,0.09269536517424129,162.35844452746113,700.0,2.0,
8.076681244557838,6.355694364659893,40.16418842516748,0.22901312010205455,300.0,653.3624891156767,2.0,
8.01355970128056,6.235763432433065,50.894850782304765,0.1722037311525042,300.0,527.1194025611205,2.0,
8.069063143791999,6.341219973204797,41.45926555536022,0.22215682941279885,300.0,638.1262875839974,2.0,
7.336455180626139,6.413882633079525,22.872672243656254,0.13893893536380209,168.114985744515,769.4131653976237,2.0,
8.093550141451114,6.397581303044168,35.92588101167235,0.24613008487066843,296.61382426183485,700.0,2.0,
8.062734287010585,6.329195145320112,42.53517120820051,0.21646085830952674,300.0,625.4685740211705,2.0,
8.064829018204119,6.333175134587827,42.17906690529974,0.21834611638370727,300.0,629.6580364082383,2.0,
8.045651557141698,6.296737958569228,45.43923528591125,0.2010864014275287,300.0,591.3031142833971,2.0,
8.056358242933682,6.383998022409017,34.10519566081674,0.2354527476445607,287.6348354978766,700.0,2.0,
7.23085548890128,6.415802627474522,21.02947762445872,0.12357898020382266,149.8750389920394,779.0131373726108,2.0,
7.969331518939459,6.352088223611135,29.92791290909403,0.2064438396464863,262.97726369951334,700.0,2.0,
7.355258403629788,6.41354075629764,23.200873954265404,0.14167394961887836,171.36281517241807,767.703781488201,2.0,
8.019678787675591,6.247389696583622,49.854606095149585,0.1777109089080316,300.0,539.3575753511814,2.0,
7.875249217503395,6.315718456563773,26.648091743894277,0.11514953050203686,182.00583918928226,700.0,2.0,
7.996353282688794,6.462955839663901,50.52994305478837,0.34259116793278016,110.0,147.77350379834044,2.0,
7.964744124886002,6.46690698438925,50.35609268687301,0.34338139687784996,110.0,150.14419063354984,2.0,
7.557788081139197,6.5,45.451360967625526,0.26467284868351815,102.88940405695985,170.0,2.0,
7.861771707806714,6.661771707806714,56.90769953643229,0.3095570730483217,110.0,170.0,2.0,
7.582119452045789,6.5,46.04139671211038,0.27927167122747326,104.10597260228944,170.0,2.0,
7.814242583550303,6.614242583550303,32.334825385206,0.22433315809466622,110.0,170.0,2.0,
7.401840904343384,6.5,41.66964193032707,0.1711045426060305,95.09204521716921,170.0,2.0,
7.548417636074997,6.5,45.224127674818675,0.25905058164499817,102.42088180374985,170.0,2.0,
7.57889295695303,6.5,45.96315420611098,0.277335774171818,103.9446478476515,170.0,2.0,
8.408130797965436,6.691869202034565,35.63495361627652,0.17569155857580482,40.81307979654355,170.0,2.0,
7.763832855085761,6.518203650565084,48.968972102805445,0.24,41.820365056508464,170.0,2.0,
7.756062589483468,6.6,18.5333769686363,0.11911017079106356,50.0,170.0,2.0,
8.063933269712088,6.6,25.306531933665934,0.16913915632821427,50.0,170.0,2.0,
7.970827035741078,6.6,23.258194786303726,0.15400939330792524,50.0,170.0,2.0,
7.687053739984977,6.5096726377761085,50.43630630250932,0.24,40.96726377761086,170.0,2.0,
8.421162518869647,6.6,33.16557541513221,0.22718890931631747,50.0,170.0,2.0,
8.453584284426768,6.646415715573233,35.271325724585864,0.20750899909873688,45.3584284426767,170.0,2.0,
7.861989994373576,6.529109999374842,47.093080107527214,0.24,42.91099993748418,170.0,2.0,
8.335251107617541,6.7647488923824595,36.21799113905968,0.12467577533227805,33.52511076175401,170.0,2.0,
7.72867387450248,6.514297097166942,49.64089928728594,0.24,41.42970971669422,170.0,2.0,
8.416978564629014,6.6830214353709865,35.56417148296789,0.18188499524030943,41.69785646290135,170.0,2.0,
8.482132019541627,6.617867980458373,35.04294384366698,0.22749241367913864,48.21320195416266,170.0,2.0,
8.105996670430342,6.5562218522700375,42.42984140955346,0.24,45.6221852270038,170.0,2.0,
8.315412327834357,6.6,30.839071212355854,0.210004503273083,50.0,170.0,2.0,
8.2670428360027,6.6,29.774942392059415,0.20214446085043886,50.0,170.0,2.0,
7.882185954529995,6.6,21.308090999659896,0.13960521761112424,50.0,170.0,2.0,
7.2,6.3,49.6,0.44,130.0,3000.0,2.0,
7.2,6.349654873048842,49.6,0.44,130.0,3000.0,2.0,
7.2,6.32566014514945,49.6,0.44,130.0,3000.0,2.0,
7.2,6.3,49.6,0.44,130.0,3000.0,2.0,
7.2,6.3,49.6,0.44,130.0,3000.0,2.0,
7.2,6.320241544701437,49.6,0.44,130.0,3000.0,2.0,
7.2,6.305382055140891,49.6,0.44,130.0,3000.0,2.0,
7.2,6.3,49.6,0.44,130.0,3000.0,2.0,
7.119273835067375,6.340363082466312,59.690770616578135,0.29469290312127494,162.29046597305,3000.0,2.0,
7.2,6.332422034738612,49.6,0.44,130.0,3000.0,2.0,
7.2,6.34658384710058,49.6,0.44,130.0,3000.0,2.0,
7.2,6.303992693685009,49.6,0.44,130.0,3000.0,2.0,
7.475677276581577,6.408243523401776,50.22027387230855,0.3641887489400662,167.9056255299669,3000.0,2.0,
7.2,6.36,49.6,0.44,130.0,3000.0,2.0,
7.143683561154605,6.354368356115461,56.63955485567444,0.33863041007828815,152.5265755381582,3000.0,2.0,
7.955019296275853,6.4921283768482745,51.29879341662067,0.23236969352414047,233.8151532379298,3000.0,2.0,
7.2030642324002585,6.360536240670045,49.60689452290058,0.439157336089929,130.42133195503547,3000.0,2.0,
7.390499874603199,6.39333747805556,50.0286247178572,0.38761253448412025,156.19373275793987,3000.0,2.0,
7.2,6.36,49.6,0.44,130.0,3000.0,2.0,
7.2,6.34973484198857,49.6,0.44,130.0,3000.0,2.0,
7.2,6.36,49.6,0.44,130.0,3000.0,2.0,
7.2,6.325788767052011,49.6,0.44,130.0,3000.0,2.0,
7.889475058635864,6.480658135261276,51.15131888193069,0.2503943588751374,224.8028205624313,3000.0,2.0,
7.581687854155141,6.42679537447715,50.45879767184907,0.3350358401073362,182.48207994633188,3000.0,2.0,
7.100543574331547,6.350054357433154,62.03205320855656,0.26097843379678554,169.782570267381,3000.0,2.0,
7.2,6.31924969802772,49.6,0.44,130.0,3000.0,2.0,
7.259259925768358,6.370370487009463,49.733334832978805,0.4237035204137015,138.14823979314926,3000.0,2.0,
7.2,6.359569927900919,49.6,0.44,130.0,3000.0,2.0,
7.159210576321981,6.320394711839009,54.69867795975238,0.3665790373795657,146.3157694712076,3000.0,2.0,
7.2,6.3,49.6,0.44,130.0,3000.0,2.0,
7.144212081642212,6.327893959178894,56.57348979472357,0.3395817469559806,152.31516734311543,3000.0,2.0,
7.2,6.318258455509252,49.6,0.44,130.0,3000.0,2.0,
7.2,6.305187450427209,49.6,0.44,130.0,3000.0,2.0,
7.2,6.3,49.6,0.44,130.0,3000.0,2.0,
7.2,6.3,49.6,0.44,130.0,3000.0,2.0,
7.2,6.350211805333596,49.6,0.44,130.0,3000.0,2.0,
7.042768481436992,6.5157231518563,54.92023725507728,0.22101186275386403,67.1694555689023,259.93793700589464,2.0,
7.799445109260408,6.7997701166935975,40.91537840049725,0.1402774453697957,30.015854021131183,220.06341608452473,2.0,
7.07131533543528,6.512868466456472,57.60364153091632,0.355182076545816,58.605399369416,279.920734804696,2.0,
7.324364051808044,6.507195449352399,47.903886137605554,0.3637952208579751,50.0,300.0,2.0,
7.2118246221637605,6.556327343467844,57.20086047146148,0.43408768891811955,46.80501079532112,287.22004318128444,2.0,
7.083593641173466,6.511640635882653,58.757802270305845,0.4128901135152925,54.921907647960055,288.51554882142653,2.0,
7.271111957606029,6.592704112842914,61.98260091645928,0.37877722755608134,58.555597880301434,282.88880423939713,2.0,
7.7342720362188215,6.502071599547265,25.2564699989101,0.1332219796269128,50.0,300.0,2.0,
7.824605432509158,6.500942432093636,20.265549853869004,0.08240944421359842,50.0,300.0,2.0,
7.8800697357661456,6.500249128302923,17.201147098920487,0.051210773631543416,50.0,300.0,2.0,
7.2626027578675165,6.577363999687971,55.793580710528815,0.40869862106624155,45.35420691807094,281.4168276722838,2.0,
7.716908281929864,6.677446533666678,30.688402467366522,0.18154585903506792,67.62595091228184,282.37404908771816,2.0,
7.329778562494136,6.605193975890428,53.931851268019656,0.375110718752932,43.434898214453256,273.739592857813,2.0,
