17_OD_mgl_02,18_PH,50_Condutivida_de_Eletrica_us_cm_a_20c,13_Nitratos_mgl_n),46_Coliformes_Fecais_nmp_100ml,47_Coliformes_Totais_nmp_100ml,7_DBO_mgl_02)
8.2,7.47,92.1,0.31,160000.0,160000.0,7.0
7.3,7.61,71.3,0.1,160000.0,160000.0,4.0
7.2,7.32,58.3,0.12,160000.0,160000.0,3.0
7.3,7.71,73.8,0.1,160000.0,160000.0,5.0
7.2,7.32,58.3,0.12,160000.0,160000.0,3.0
7.3,7.71,73.8,0.1,160000.0,160000.0,5.0
8.2,7.47,92.1,0.31,160000.0,160000.0,7.0
7.3,7.61,71.3,0.1,160000.0,160000.0,4.0
7.2,6.94,,0.12,160000.0,,3.0
7.3,7.09,,0.1,160000.0,,5.0
8.2,7.17,,0.31,160000.0,,7.0
7.3,7.14,,0.1,160000.0,,4.0
6.8,6.97,47.6,0.04,,,2.0
6.6,7.09,69.5,0.18,160000.0,160000.0,4.0
7.4,7.21,81.2,0.16,90000.0,90000.0,6.0
6.2,7.0,86.5,0.16,160000.0,160000.0,5.0
6.8,6.97,47.6,0.04,,,2.0
6.6,7.09,69.5,0.18,160000.0,160000.0,4.0
7.4,7.21,81.2,0.16,90000.0,90000.0,6.0
6.2,7.0,86.5,0.16,160000.0,160000.0,5.0
6.8,6.63,,0.04,160000.0,,2.0
6.6,6.78,,0.18,160000.0,,4.0
7.4,6.47,,0.16,90000.0,,6.0
6.2,6.75,,0.16,160000.0,,5.0
7.6,5.5,,0.01,22000.0,,2.0
7.2,7.0,,0.08,160000.0,,2.0
7.6,7.1,,0.16,14000.0,,4.0
6.7,6.9,,0.25,9000.0,,2.0
7.6,7.1,,0.14,280.0,,2.0
7.4,7.3,,0.15,160000.0,,4.0
7.8,7.5,,0.17,200.0,,5.0
7.2,7.5,,0.13,50.0,,4.0
7.9,6.9,,0.15,24000.0,,2.0
7.3,6.8,,0.15,90000.0,,2.0
7.4,6.8,,0.08,1700.0,,6.0
6.8,7.0,,0.06,280.0,,5.0
7.1,7.6,,0.07,3500.0,,2.0
6.3,7.6,,0.04,110.0,,2.0
7.8,7.2,,0.16,90000.0,,5.0
6.4,7.2,,0.12,160000.0,,3.0
6.0,7.4,,0.17,50000.0,,2.0
6.7,7.1,,0.02,160000.0,,3.0
7.9,6.9,,0.05,50000.0,,2.0
6.6,6.7,,0.06,90000.0,,4.0
6.4,6.5,,0.01,,,3.0
7.3,6.6,,0.07,,,3.0
7.4,6.9,,0.02,,,2.0
6.5,6.9,,0.08,,,4.0
6.4,6.5,,0.01,160000.0,,3.0
7.3,6.6,,0.07,90000.0,,3.0
7.4,6.9,,0.02,90000.0,,2.0
6.5,6.9,,0.08,160000.0,,4.0
7.3,6.5,,0.0,90000.0,,2.0
7.5,6.6,,0.0,160000.0,,2.0
6.9,6.6,,0.0,90000.0,,2.0
7.6,6.9,,0.0,50000.0,,2.0
7.5,6.9,,0.0,160000.0,,2.4
7.9,6.9,,0.0,160000.0,,3.7
8.0,6.7,,0.0,160000.0,,2.4
7.1,6.8,,0.0,50000.0,,3.9
6.6,6.9,,0.0,90000.0,,4.8
7.0,6.5,,0.0,50000.0,,2.8
6.8,7.1,,0.0,160000.0,,3.1
7.5,7.3,,0.0,160000.0,,2.9
6.8,7.2,,0.06,160000.0,,2.0
7.5,6.5,,0.19,17000.0,,2.1
7.6,6.3,,0.18,160000.0,,3.4
5.9,6.4,,0.11,160000.0,,2.5
7.1,,,0.27,,241960.0,4.8
7.0,,,0.24,,24196.0,4.9
6.6,7.0,,0.33,,24196.0,2.4
8.0,6.1,,0.44,,24196.0,3.9
8.0,7.1,85.9,0.39,,24196.0,
7.2,7.4,102.0,0.5,,24196.0,
8.4,7.8,,0.26,,24196.0,2.7
6.6,6.9,,0.35,,24196.0,4.1
8.3,6.4,,0.38,,24196.0,2.0
7.3,4.8,,0.36,,24196.0,2.0
8.0,,,0.66,,24196.0,2.0
7.7,,,0.17,,24196.0,2.0
8.0,7.5,,0.18,24000.0,,2.0
5.0,7.5,,0.14,24000.0,,4.0
7.8,7.3,,0.04,22000.0,,2.0
8.2,7.0,,0.08,3000.0,,4.0
7.5,7.1,,0.13,11000.0,,5.0
7.1,6.7,,0.01,11000.0,,2.0
7.0,7.5,,0.01,2.0,,2.0
6.3,7.3,,0.0,50.0,,2.0
7.2,6.8,,0.0,2.0,,2.0
6.9,6.6,,0.0,220.0,,2.0
7.0,6.9,,0.0,23.0,,2.0
,7.4,60.0,,,,
,7.2,,,,,
,7.4,,,,,
,7.4,80.0,,,,
8.2,,90.0,,,,
9.8,7.4,100.0,,,,
,7.9,,,,,
6.9,,85.0,,,,
7.4,7.4,30.0,,,,
7.1,7.66,95.7,,,,
7.1,7.37,69.8,,,,
5.9,6.21,64.9,,,,
6.2,7.38,96.6,,,,
7.3,7.67,81.9,,,,
8.1,7.2,86.7,,,,
7.7,7.41,83.0,,,,
6.5,7.2,73.2,,,,
7.44,7.4,84.0,,,,
6.07,6.85,17.0,,,,
7.71,8.02,71.0,,,,
83.6,7.98,100.0,,,,
,7.68,66.0,,,,
,7.26,88.0,,,,
,6.29,51.06,,,,
,7.46,66.73,,,,
,7.29,71.4,,,,
,6.46,89.5,,,,
,6.9,65.9,,,,
,7.4,57.3,,,,
7.61,8.39,96.0,,,,
,7.67,84.1,,,,
,7.7,70.7,,,,
,,,,,,
7.4,7.1,301.1,,,,
,7.39,82.7,,,,
,7.0,101.3,,,,
,7.3,60.2,,,,
,7.89,98.1,,,,
6.89,7.48,93.2,,,,
9.55,7.61,81.0,,,,
6.64,7.75,83.0,,,,
15.55,7.61,0.5,,,,
,7.11,63.3,,,,
9.59,7.03,52.0,,,,
7.65,7.21,0.1,,,,
10.5,7.6,0.1,,,,
7.1,7.2,73.0,,,,
11.18,7.0,65.0,,,,
9.6,7.8,44.5,,,,
8.2,7.5,129.0,,,,
5.7,6.8,107.4,,,,
7.1,8.4,60.7,,,,
7.89,7.59,,,,,
6.85,7.05,,,,,
7.93,,87.0,,,,
9.4,7.99,,,,,
78.2,7.92,,,,,
7.31,7.49,82.1,,,,
7.31,7.49,82.1,,,,
,7.49,101.6,,,,
7.54,7.86,76.6,,,,
0.5,7.1,369.0,0.63,28000.0,900000.0,72.0
0.5,,369.0,0.63,28000.0,900000.0,72.0
3.4,,198.6,0.39,5000.0,50000.0,5.0
3.5,,265.0,0.01,8000.0,30000.0,4.0
1.0,,198.0,0.11,24000.0,160000.0,29.0
4.0,,160.0,0.63,5000.0,24000.0,4.0
4.0,7.4,160.0,0.63,5000.0,24000.0,4.0
3.4,6.8,198.6,0.39,5000.0,50000.0,5.0
3.5,7.4,265.0,0.01,8000.0,30000.0,4.0
1.0,,198.0,0.11,24000.0,160000.0,29.0
1.0,7.2,198.0,0.11,24000.0,160000.0,29.0
2.3,,153.0,0.38,30000.0,160000.0,11.0
3.0,,227.0,0.65,1100.0,7000.0,7.0
3.0,,227.0,0.65,1100.0,7000.0,7.0
3.1,7.1,260.0,0.07,1300.0,8000.0,6.0
2.6,7.2,340.0,0.01,90000.0,160000.0,8.0
2.3,6.7,153.0,0.38,30000.0,160000.0,11.0
3.0,7.3,227.0,0.65,1100.0,7000.0,7.0
2.6,,340.0,0.01,90000.0,160000.0,8.0
3.1,,260.0,0.07,1300.0,8000.0,6.0
2.9,,154.1,0.7,30000.0,160000.0,18.0
3.0,6.71,243.2,0.18,13000.0,24000.0,6.0
1.8,7.23,265.2,0.1,2400.0,3000.0,6.0
2.7,,228.9,0.68,500.0,700.0,8.0
2.9,6.8,154.0,0.7,30000.0,160000.0,18.0
3.0,7.1,243.2,0.18,13000.0,24000.0,6.0
1.8,7.1,265.2,0.1,2400.0,3000.0,6.0
2.7,8.2,228.9,0.68,500.0,700.0,8.0
3.6,7.58,266.3,0.37,5000.0,24000.0,5.0
2.3,7.52,192.6,0.27,160000.0,160000.0,9.0
1.4,7.61,328.2,0.01,90000.0,160000.0,9.0
3.3,7.43,160.3,0.42,24000.0,90000.0,9.0
2.3,7.1,192.0,0.27,160000.0,160000.0,9.0
3.6,7.0,266.3,0.37,5000.0,24000.0,5.0
1.4,7.21,328.2,0.01,90000.0,160000.0,9.0
3.3,7.05,160.3,0.42,24000.0,90000.0,9.0
3.3,7.05,,0.42,24000.0,,9.0
1.4,7.21,,0.01,90000.0,,9.0
3.6,7.0,,0.37,5000.0,,5.0
2.3,7.01,,0.27,160000.0,,9.0
0.4,7.35,172.9,0.06,160000.0,160000.0,24.0
4.7,7.26,94.7,0.34,7000.0,50000.0,11.0
1.8,7.54,243.0,0.43,14000.0,17000.0,9.0
2.4,7.51,277.0,0.18,13000.0,24000.0,12.0
4.7,6.7,94.7,0.34,7000.0,50000.0,11.0
1.8,7.1,243.0,0.43,14000.0,17000.0,9.0
2.4,7.15,277.0,0.18,13000.0,24000.0,12.0
0.4,6.82,172.9,0.06,160000.0,160000.0,24.0
4.7,6.7,,0.34,7000.0,,11.0
1.8,7.1,,0.43,14000.0,,9.0
2.4,7.15,,0.18,13000.0,,12.0
0.4,6.82,,0.06,160000.0,,24.0
5.0,7.0,153.0,0.99,1700.0,17000.0,4.0
3.8,7.1,204.0,1.13,280.0,1700.0,4.0
2.9,6.8,247.0,0.86,800.0,2200.0,6.0
2.6,6.9,288.0,0.4,3000.0,16000.0,5.0
5.0,7.0,,0.99,1700.0,,4.0
3.8,7.1,,1.13,280.0,,4.0
2.9,6.8,,0.86,800.0,,6.0
2.6,6.9,,0.4,3000.0,,5.0
4.6,7.5,162.0,1.33,3000.0,8000.0,2.0
4.5,7.2,159.0,1.25,7000.0,7000.0,3.0
4.0,7.4,225.0,1.6,500.0,2200.0,8.0
3.8,7.0,225.0,1.4,350.0,3000.0,8.0
4.6,7.5,,1.33,3000.0,,2.0
4.5,7.2,,1.25,7000.0,,3.0
4.0,7.4,,1.6,500.0,,8.0
3.8,7.0,,1.4,350.0,,8.0
4.7,7.3,,1.16,11000.0,,3.0
4.1,6.8,,0.33,350.0,,6.0
2.8,6.9,,2.51,60.0,,7.0
5.0,7.2,,0.68,2300.0,,7.0
1.4,7.1,146.0,0.32,5000.0,8000.0,15.0
4.0,7.3,202.0,1.14,300.0,1400.0,5.0
3.2,7.0,239.0,0.48,110.0,8000.0,7.0
2.9,7.1,190.0,0.2,,,7.0
1.4,7.1,,0.32,5000.0,,15.0
4.0,7.3,,1.14,300.0,,5.0
3.2,7.0,,0.48,110.0,,7.0
2.9,7.1,,0.2,160000.0,,7.0
3.3,7.1,107.0,0.25,160000.0,160000.0,5.0
3.3,7.1,,0.25,160000.0,,5.0
3.7,7.2,,1.08,300.0,,10.0
3.5,7.2,,0.3,500.0,,9.0
5.7,7.1,,0.27,160000.0,,17.0
2.9,6.6,,0.34,,,26.0
3.7,6.4,,1.38,,,5.0
4.1,6.9,,0.04,,,6.0
5.2,7.4,,0.52,,,9.0
2.9,6.6,,0.34,160000.0,,26.0
3.7,6.4,,1.38,11000.0,,5.0
4.1,6.9,,0.04,110.0,,6.0
5.2,7.4,,0.52,130.0,,9.0
5.1,6.9,,0.0,11000.0,,4.2
5.0,6.9,,0.0,3000.0,,2.2
3.9,6.8,,0.0,400.0,,2.3
4.7,6.8,,0.0,3000.0,,2.7
5.1,6.9,,0.0,800.0,,3.9
4.5,7.1,,0.0,23.0,,4.0
4.3,6.8,,0.0,140.0,,7.6
4.2,7.0,,0.0,350.0,,4.8
4.2,7.0,,0.0,2300.0,,7.7
3.5,6.7,,0.0,5000.0,,9.2
4.0,6.7,,0.0,1700.0,,3.8
4.6,7.3,,0.0,770.0,,2.0
3.1,7.1,,0.8,1700.0,,4.7
4.5,6.6,,2.32,140.0,,3.9
4.6,6.7,,1.24,23.0,,2.0
3.3,6.7,,1.81,17000.0,,5.3
6.3,,,2.64,,4105.0,11.0
4.6,,,1.67,,24196.0,6.8
5.5,,,2.04,,19862.9,12.0
4.0,,,2.25,,24196.0,7.6
5.9,,,3.22,,24196.0,16.0
5.8,,,3.59,,8664.4,6.9
7.0,7.0,,0.99,,15531.0,12.0
3.5,7.3,,2.9,,24196.0,4.3
4.0,6.6,,1.28,,24196.0,13.0
3.8,6.8,,0.97,,24196.0,9.6
5.5,7.3,,1.79,,15531.2,9.3
4.9,6.7,,3.47,,24196.0,17.0
6.4,7.5,280.0,3.34,,17328.9,
8.3,8.1,288.0,5.42,,15531.2,
5.4,7.4,275.0,1.83,,5794.3,
2.6,7.2,205.0,2.94,,24196.0,
4.8,6.9,137.0,1.94,,24196.0,
6.3,7.4,326.0,2.16,,12033.3,
6.2,8.0,,6.3,,14136.1,19.0
6.9,8.0,,2.96,,1049.7,15.0
4.7,7.7,,12.0,,24196.0,15.0
3.9,6.7,,3.94,,24196.0,11.0
5.1,7.6,,4.08,,19862.9,8.0
6.1,7.2,,2.72,,8664.4,12.0
6.3,7.5,,0.63,,5794.3,4.7
6.0,7.3,,3.47,,24196.0,2.0
7.0,6.8,,3.9,,11198.7,5.5
5.3,6.7,,2.93,,6866.7,6.1
4.9,6.4,,1.75,,24196.0,2.0
5.6,6.8,,1.24,,14136.1,6.2
4.0,7.6,224.0,0.0,0.43,2.4,
,8.2,200.0,0.0,1.6,2.4,
,7.8,130.0,0.0,,,
,7.9,127.0,0.0,,,
,7.8,150.0,0.0,,,
7.7,7.6,156.0,0.01,,,
6.4,7.0,167.0,0.0,,,
,7.8,154.0,0.0,,,
,,207.0,0.03,,,
,7.5,204.0,0.1,,,
,7.4,196.0,0.0,,,
,7.2,120.0,0.0,,,
7.2,7.6,170.0,0.0,,,
6.2,7.7,184.0,,,,
,7.7,180.0,0.0,,,
,7.3,139.0,0.0,,,
4.0,6.8,7.1,0.0,,,
,8.5,148.0,0.0,0.03,2.0,
5.3,7.9,218.0,0.09,,,
8.0,8.5,163.0,0.0,,,
,7.3,150.0,0.0,,,
3.7,7.3,156.0,0.13,5.2,31.0,
6.1,6.8,188.0,0.05,,2.1,
6.2,7.2,154.0,0.0,,,
,8.5,184.0,0.0,,,
,7.5,148.0,0.0,,,
,8.5,177.0,0.0,,,
6.0,7.6,214.0,0.16,,,
4.3,7.0,188.0,0.0,0.086,1.8,
,7.4,144.0,0.03,30.0,,
4.8,7.5,132.0,0.0,,,
,7.5,171.0,0.0,0.2,18.0,
6.2,7.4,200.0,0.13,0.12,4.5,
4.6,7.8,160.0,0.07,,33.0,
6.4,7.9,187.0,0.0,0.1,1.3,
7.3,8.0,176.0,0.03,0.12,3.3,
,,,,,,
5.0,7.5,218.0,0.38,0.81,,
7.0,,107.0,,,,
1.9,7.33,296.0,,,,
0.8,7.12,194.1,,,,
3.3,7.25,181.5,,,,
4.1,7.31,217.0,,,,
2.8,7.44,262.0,,,,
4.5,7.12,234.0,,,,
3.5,7.38,216.0,,,,
1.9,6.98,189.8,,,,
4.14,7.14,204.0,,,,
3.66,6.87,93.0,,,,
4.91,7.32,205.0,,,,
46.0,7.56,224.0,,,,
,7.25,181.0,,,,
,7.29,273.0,,,,
,6.56,334.5,,,,
,7.51,163.2,,,,
,7.39,158.3,,,,
,6.7,182.2,,,,
,6.7,195.9,,,,
,7.7,159.0,,,,
5.99,7.82,314.0,,,,
,7.56,261.0,,,,
,6.9,221.3,,,,
,,,,,,
6.65,7.84,249.5,,,,
,6.77,236.4,,,,
,6.5,310.0,,,,
,6.8,142.1,,,,
,6.6,238.8,,,,
2.23,7.33,257.7,,,,
10.34,7.47,248.0,,,,
6.92,6.85,260.0,,,,
19.43,7.52,0.5,,,,
8.79,7.15,133.0,,,,
7.16,7.27,322.0,,,,
11.7,6.6,47.0,,,,
8.0,6.9,225.0,,,,
7.6,6.9,200.0,,,,
7.0,7.22,312.8,,,,
7.5,7.2,518.8,,,,
7.5,7.2,405.4,,,,
5.3,8.1,143.7,,,,
5.19,7.03,,,,,
5.43,7.38,130.0,,,,
4.97,7.43,259.5,,,,
230.3,7.26,,,,,
169.0,7.24,,,,,
62.8,7.08,,,,,
4.85,7.1,88.4,,,,
6.09,7.29,,,,,
7.34,7.44,284.8,,,,
5.1,7.25,355.1,,,,
3.49,7.25,178.5,,,,
6.1,7.68,,2.13,60.0,,1.0
6.2,7.5,269.0,2.06,230.0,3000.0,
6.2,,269.0,2.06,230.0,3000.0,
6.1,,,2.13,60.0,,1.3
6.2,,196.3,1.07,1100.0,5000.0,4.0
6.8,,150.0,0.51,13000.0,30000.0,2.0
7.2,,294.0,0.8,2400.0,9000.0,8.0
6.8,7.6,150.0,0.51,13000.0,30000.0,2.0
6.2,6.8,196.3,1.07,1100.0,5000.0,4.0
8.0,7.8,305.0,0.01,800.0,17000.0,2.0
7.2,7.1,294.0,0.8,2400.0,9000.0,8.0
8.0,,305.0,0.01,800.0,17000.0,2.0
7.8,,346.0,0.52,300.0,1300.0,2.0
7.6,,376.0,0.19,900.0,1400.0,3.0
6.9,,299.0,0.97,140.0,2200.0,2.0
5.5,,306.0,0.4,800.0,3000.0,11.0
6.9,7.2,299.0,0.97,140.0,2200.0,2.0
7.8,7.6,346.0,0.52,300.0,1300.0,2.0
7.6,7.4,376.0,0.19,900.0,1400.0,3.0
5.5,7.1,306.0,0.4,800.0,3000.0,11.0
8.3,7.78,298.5,0.88,80.0,110.0,2.0
6.2,,279.7,1.01,170.0,800.0,4.0
7.6,6.95,242.8,0.41,130.0,1300.0,2.0
6.2,7.4,279.7,101.0,170.0,800.0,4.0
7.6,7.5,242.8,0.41,130.0,1300.0,2.0
8.3,7.6,298.5,0.88,80.0,110.0,2.0
6.2,8.6,207.4,0.89,500.0,500.0,3.0
6.2,,207.4,0.89,500.0,500.0,3.0
5.5,7.19,143.2,1.23,3000.0,8000.0,4.0
7.8,7.84,376.7,2.44,300.0,500.0,2.0
8.0,7.94,373.5,0.26,50.0,500.0,2.0
6.4,7.54,202.0,0.49,1100.0,8000.0,2.0
6.4,7.83,202.0,0.49,1100.0,8000.0,2.0
8.0,7.93,373.5,0.26,50.0,500.0,2.0
7.8,7.93,376.7,2.44,300.0,500.0,2.0
5.5,7.6,143.2,1.23,3000.0,8000.0,4.0
6.4,7.54,,0.49,1100.0,,2.0
8.0,7.94,,0.26,50.0,,2.0
7.8,7.84,,2.44,300.0,,2.0
5.5,7.19,,1.23,3000.0,,4.0
5.7,7.7,164.7,0.33,1100.0,11000.0,4.0
6.6,7.75,263.0,2.01,130.0,300.0,2.0
7.8,7.95,300.0,3.07,90.0,280.0,3.0
6.0,7.95,282.0,1.48,500.0,2200.0,2.0
5.7,7.06,164.7,0.33,1100.0,11000.0,4.0
6.6,7.65,263.0,2.01,130.0,300.0,2.0
7.8,7.72,300.0,3.07,90.0,280.0,3.0
6.0,7.5,282.0,1.48,500.0,2200.0,2.0
5.7,7.06,,0.33,1100.0,,4.0
6.6,7.65,,2.01,130.0,,2.0
7.8,7.72,,3.07,90.0,,3.0
6.0,7.5,,1.48,500.0,,2.0
6.3,7.5,170.0,1.18,500.0,1300.0,2.0
6.0,6.1,185.0,0.93,80.0,300.0,2.0
6.8,7.6,250.0,1.24,23.0,90.0,2.0
7.2,7.6,314.0,2.19,50.0,1300.0,3.0
6.3,7.5,,1.18,500.0,,2.0
6.0,6.1,,0.93,80.0,,2.0
6.8,7.6,,1.24,23.0,,2.0
7.2,7.6,,2.19,50.0,,3.0
6.0,7.9,241.0,1.33,70.0,280.0,2.0
6.8,7.6,195.0,0.83,130.0,300.0,2.0
7.7,7.9,307.0,2.34,50.0,800.0,2.0
7.1,7.9,306.0,3.06,70.0,140.0,2.0
6.0,7.9,,1.33,70.0,,2.0
6.8,7.6,,0.83,130.0,,2.0
7.7,7.9,,2.34,50.0,,2.0
7.1,7.9,,3.06,70.0,,2.0
6.3,7.7,,0.92,7000.0,,2.0
7.0,7.5,,0.1,90.0,,2.0
6.3,7.1,,1.31,130.0,,5.0
6.4,8.1,,0.86,130.0,,3.0
5.6,7.6,,1.2,220.0,,2.0
6.5,7.8,,2.04,170.0,,2.0
7.9,7.7,,1.78,110.0,,4.0
6.1,7.7,,0.39,0.0,,2.0
5.3,7.3,,0.18,1700.0,,2.0
5.8,7.6,,1.1,800.0,,3.0
7.0,7.6,,1.73,220.0,,2.0
6.7,7.4,,0.95,230.0,,2.0
5.4,6.9,,0.79,,,7.0
6.7,7.0,,1.3,,,2.0
7.8,7.5,,0.1,,,2.0
6.9,7.9,,1.03,,,2.0
5.4,6.9,,0.79,7000.0,,7.0
6.7,7.0,,1.3,500.0,,2.0
7.8,7.5,,0.1,220.0,,2.0
6.9,7.9,,1.03,50.0,,2.0
6.1,7.2,,0.0,1400.0,,2.0
7.1,7.5,,0.0,800.0,,2.0
6.5,7.2,,0.0,230.0,,2.0
6.3,7.4,,0.0,130.0,,3.3
6.0,7.6,,0.78,2800.0,,2.5
6.2,7.2,,1.88,5000.0,,2.0
6.6,7.1,,3.01,23.0,,2.0
5.5,7.3,,2.7,230.0,,2.0
5.8,,,1.84,,24196.0,4.0
6.6,,,7.25,,14136.1,3.9
5.6,7.5,,8.0,,2909.3,6.0
7.1,7.2,,3.78,,12996.0,2.0
6.4,8.1,495.0,7.69,,24195.7,
6.7,7.7,502.0,7.67,,8164.1,
6.3,8.2,,8.41,,5475.0,5.7
5.8,8.1,,7.86,,8164.1,2.0
7.7,7.8,,3.48,,15531.2,2.9
,7.8,250.0,,,,
,7.5,,,,,
,7.6,,,,,
,7.5,100.0,,,,
8.2,,90.0,,,,
8.4,7.3,90.0,,,,
,8.4,,,,,
8.2,,180.0,,,,
7.2,6.4,230.0,,,,
2.9,7.22,,1.71,17000.0,,2.0
3.5,7.5,305.0,1.86,8000.0,24000.0,12.0
3.5,,305.0,1.86,8000.0,24000.0,12.0
2.9,,,1.71,17000.0,,1.9
5.5,,201.0,0.36,14000.0,160000.0,2.0
5.4,,245.3,0.95,160000.0,160000.0,2.0
5.2,,271.0,0.47,160000.0,160000.0,10.0
3.7,,275.0,0.75,300.0,1700.0,25.0
5.5,7.6,201.0,0.38,14000.0,160000.0,2.0
5.4,6.6,245.3,0.95,160000.0,160000.0,2.0
5.2,7.3,271.0,0.47,160000.0,160000.0,10.0
3.7,7.2,275.0,0.75,300.0,1700.0,25.0
4.9,,260.0,0.14,90000.0,160000.0,20.0
5.3,,275.0,0.12,3000.0,17000.0,2.0
4.4,,292.0,0.39,5000.0,11000.0,8.0
2.3,,320.0,1.03,5000.0,14000.0,5.0
4.9,7.5,280.0,0.14,90000.0,160000.0,20.0
5.3,7.3,275.0,0.12,3000.0,17000.0,2.0
4.4,6.9,292.0,0.39,5000.0,11000.0,8.0
2.3,6.9,320.0,1.03,5000.0,14000.0,5.0
5.0,,185.0,0.53,22000.0,160000.0,16.0
5.7,7.38,243.2,0.01,5000.0,50000.0,3.0
5.0,7.33,300.1,0.77,8000.0,24000.0,5.0
3.2,,253.2,1.33,8000.0,13000.0,6.0
5.0,7.0,185.0,0.53,22000.0,160000.0,16.0
5.7,7.4,243.2,0.01,5000.0,50000.0,3.0
5.0,6.8,300.1,0.77,8000.0,24000.0,5.0
3.2,8.3,253.2,1.33,8000.0,13000.0,6.0
4.4,7.21,284.6,0.8,8000.0,8000.0,5.0
4.3,7.93,344.0,0.93,13000.0,50000.0,6.0
3.2,7.57,392.2,0.24,160000.0,160000.0,14.0
4.5,7.88,235.0,0.63,8000.0,17000.0,7.0
4.4,7.04,284.0,0.8,8000.0,8000.0,5.0
4.3,7.18,344.0,0.93,13000.0,50000.0,6.0
3.2,7.57,392.2,0.24,160000.0,160000.0,14.0
7.5,7.37,235.0,0.63,8000.0,17000.0,7.0
3.2,7.4,392.2,0.24,160000.0,160000.0,14.0
4.4,7.04,,0.8,8000.0,,5.0
4.3,7.18,,0.93,13000.0,,6.0
3.2,7.4,,0.24,160000.0,,14.0
4.5,7.37,,0.63,8000.0,,7.0
4.8,7.59,295.0,1.49,17000.0,30000.0,6.0
3.7,7.38,283.0,0.79,9000.0,28000.0,7.0
5.0,7.59,230.0,0.76,160000.0,160000.0,13.0
5.0,7.5,246.0,0.9,17000.0,17000.0,6.0
5.0,7.14,230.0,0.76,160000.0,160000.0,13.0
5.0,7.27,246.0,0.9,17000.0,17000.0,6.0
7.8,6.78,295.0,1.49,17000.0,30000.0,6.0
3.7,7.08,283.0,0.79,9000.0,28000.0,7.0
5.0,7.14,,0.76,0.0,,13.0
5.0,7.27,,0.9,17000.0,,6.0
4.8,6.78,,1.49,17000.0,,6.0
3.7,7.08,,0.79,9000.0,,7.0
5.7,7.3,209.0,0.04,24000.0,50000.0,4.0
5.2,7.4,233.0,0.93,30000.0,50000.0,4.0
4.4,7.1,280.0,0.9,8000.0,8000.0,5.0
3.7,7.0,300.0,1.65,3000.0,5000.0,2.0
5.7,7.3,,0.64,24000.0,,4.0
5.2,7.4,,0.93,30000.0,,4.0
4.4,7.1,,0.9,8000.0,,5.0
3.7,7.0,,1.65,3000.0,,2.0
5.2,7.6,180.0,0.53,160000.0,160000.0,4.0
5.3,7.5,220.0,0.63,5000.0,17000.0,6.0
5.5,7.7,256.0,0.41,24000.0,30000.0,5.0
4.9,7.6,262.0,1.04,1700.0,8000.0,4.0
5.2,7.6,,0.53,160000.0,,4.0
5.3,7.5,,0.63,5000.0,,6.0
5.5,7.7,,0.41,24000.0,,5.0
4.9,7.6,,1.04,1700.0,,4.0
5.5,7.6,,0.78,17000.0,,4.0
5.5,6.9,,0.72,13000.0,,9.0
5.3,7.2,,1.13,463.0,,13.0
4.5,7.4,,0.6,2200.0,,3.0
4.3,7.6,,1.13,5000.0,,6.0
4.7,7.4,,1.06,50000.0,,6.0
4.8,7.3,,0.75,5000.0,,5.0
3.8,7.4,,0.44,8000.0,,8.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
4.0,6.7,,0.42,,,5.0
5.2,7.2,,0.74,,,4.0
4.6,7.1,,1.15,,,6.0
4.3,7.1,,0.37,,,6.0
4.0,6.7,,0.42,13000.0,,5.0
5.2,7.2,,0.74,8000.0,,4.0
4.6,7.1,,1.15,11000.0,,6.0
4.3,7.1,,0.37,11000.0,,6.0
5.6,6.7,,0.0,90000.0,,4.1
4.9,7.3,,0.0,24000.0,,11.0
4.8,6.9,,0.0,2800.0,,5.1
3.9,6.8,,0.0,11000.0,,5.2
3.1,7.4,,0.6,110.0,,9.2
5.0,6.7,,1.44,280.0,,5.4
4.3,6.7,,0.62,2800.0,,4.8
3.7,6.7,,0.86,160000.0,,2.2
6.1,,,0.88,,24196.0,4.2
5.2,,,2.23,,198629.0,5.0
5.5,7.6,,0.56,,24196.0,9.6
4.0,6.8,,2.73,,24196.0,14.0
5.1,7.7,425.0,2.96,,24196.0,
6.1,7.4,399.0,2.64,,24196.0,
5.7,7.9,,2.08,,24196.0,10.0
4.8,7.1,,2.03,,24196.0,13.0
5.4,6.8,,2.86,,24196.0,7.1
6.4,6.2,,1.23,,24196.0,8.4
,7.5,105.0,0.04,,,
6.0,7.4,400.0,,,,
6.0,7.2,218.0,,,2.4,
7.0,7.3,140.0,,,24.0,
8.0,8.4,105.0,1.0,,,
5.0,7.4,190.0,,,1.7,
7.0,8.2,171.0,,,9.2,
14.0,7.3,139.0,,,240.0,
7.0,7.4,125.0,,,54.0,
7.0,7.3,91.0,,,24.0,
9.0,7.0,129.0,,,,
9.0,7.4,115.0,,,3.5,
6.0,7.3,108.0,,,9.2,
7.0,7.5,106.0,,,24.0,20.0
6.0,7.2,120.0,,,,0.2
6.0,7.1,120.0,,,3.5,80.0
8.0,7.3,155.0,,,22.0,80.0
7.0,7.1,133.0,,,16.0,1.0
6.0,6.9,152.0,,,2.4,40.0
4.6,7.4,149.0,,,16.0,
