index,Dissolved oxygen,pH,Conductivity,Nitrate,Fecal coliform,Total coliform,Biological oxygen demand,WQI
2066,8.7,7.28,60.4,0.24,7000.0,90000.0,2.0,225.81764576604317
2067,7.4,7.24,61.8,0.24,5000.0,30000.0,2.0,173.83912118185876
2068,8.2,5.7,21.4,0.05,8000.0,22000.0,2.0,207.85120414764657
2069,7.8,7.1,49.6,0.06,90.0,90.0,2.0,54.18346944816183
2070,8.4,7.3,57.7,0.2,2300.0,160000.0,3.0,147.93404064676272
2071,7.3,7.2,31.9,0.14,30000.0,160000.0,2.0,755.6351152227297
2072,7.7,7.2,46.7,0.13,90000.0,90000.0,3.0,2074.8914709011547
2073,8.4,7.5,57.3,0.12,30000.0,90000.0,2.0,740.0624460441759
2074,8.5,7.6,62.1,0.17,140.0,170.0,2.0,60.63336927104123
2075,9.1,7.0,51.06,0.26,0.0,0.2,0.2,28.27031573321282
2076,8.5,6.9,63.6,0.12,0.0,0.2,2.2,47.11287679566259
2077,8.2,6.8,52.66,0.21,8.0,2400.0,1.2,38.6838697182449
2078,8.23,7.8,53.87,0.2,16000.0,24000.0,4.54,444.1496863199413
2079,9.11,8.0,52.54,0.81,940.0,5400.0,1.74,81.26946310359921
2080,8.03,7.3,35.08,0.32,0.0,0.0,2.2,56.33235408777714
2081,7.97,7.5,57.03,0.13,1100.0,1100.0,0.46,69.26059409563955
2082,8.48,7.8,76.04,0.17,0.0,0.0,1.88,60.005974800910515
2083,7.0,6.9,61.44,0.08,17000.0,30000.0,3.6,449.5714325879567
2084,7.13,7.0,51.77,0.05,24000.0,46000.0,1.9,594.0806065624207
2085,8.88,7.2,60.0,0.08,2400.0,2400.0,5.38,132.2802039975538
2086,8.1,7.46,65.8,0.15,3300.0,160000.0,3.24,176.40558601990952
2087,7.1,7.66,51.9,0.05,22000.0,30000.0,1.97,558.4988582673149
2088,7.0,7.2,59.9,0.37,1400.0,160000.0,2.0,124.18332146077411
2089,7.7,6.9,34.6,0.12,7000.0,28000.0,4.0,227.99751282496337
2090,7.2,6.8,46.9,0.16,28000.0,35000.0,5.0,703.8117739920588
2091,6.9,7.5,62.1,0.08,170.0,280.0,2.0,67.27356993413248
2092,7.4,7.1,166.0,0.23,13000.0,90000.0,2.0,361.7516226925686
2093,7.0,7.4,61.0,0.06,22000.0,50000.0,2.0,559.1618363846601
2094,8.3,7.1,61.0,0.03,300.0,17000.0,2.0,60.16684143247167
2095,7.5,6.8,62.3,0.1,2800.0,160000.0,2.0,145.7884529721996
2096,7.7,7.3,67.1,0.24,22000.0,50000.0,2.0,554.0794949568001
2097,7.0,6.8,46.5,0.14,50000.0,50000.0,2.0,1168.4013439414243
2098,7.8,7.5,55.3,0.04,17000.0,160000.0,2.0,470.73720554641585
2099,9.7,8.4,61.8,0.09,24000.0,160000.0,2.0,632.1367760457019
2100,8.3,8.0,51.2,0.2,50000.0,90000.0,3.0,1200.6874747413767
2101,7.8,7.39,55.3,0.04,17000.0,160000.0,2.0,468.82792528721666
2102,9.7,7.92,61.8,0.09,24000.0,160000.0,2.0,623.805371278287
2103,7.2,6.72,47.0,0.12,170.0,350.0,2.0,52.308278096689904
2104,7.7,7.28,58.1,0.14,17000.0,90000.0,2.0,451.9200808229834
2105,8.7,7.86,67.2,0.73,5000.0,14000.0,2.0,174.86020336587856
2106,7.6,7.15,54.9,0.02,30000.0,160000.0,2.0,753.315956240979
2107,7.6,7.79,54.9,0.02,30000.0,160000.0,2.0,764.4244959308655
2108,7.7,7.78,58.1,0.14,17000.0,90000.0,2.0,460.5986274557073
2109,8.7,7.7,67.2,0.73,5000.0,14000.0,2.0,172.08306844340694
2110,7.2,7.5,47.0,0.12,170.0,350.0,2.0,65.84681084373919
2111,7.4,6.76,51.8,0.17,24000.0,24000.0,2.0,584.6456201275761
2112,8.9,6.83,59.0,0.29,3000.0,30000.0,2.0,115.25056954883857
2113,7.0,6.87,63.4,0.3,11000.0,50000.0,3.0,315.40822109498947
2114,7.4,7.2,51.8,0.17,24000.0,24000.0,2.0,592.2827411643731
2115,8.9,7.22,59.0,0.29,3000.0,30000.0,2.0,122.01983592236321
2116,7.0,7.25,63.4,0.3,11000.0,50000.0,3.0,322.0039165358596
2117,7.5,7.0,48.8,0.06,24000.0,24000.0,2.0,588.317543862297
2118,8.1,7.4,55.0,0.26,5000.0,5000.0,2.0,167.71671005241228
2119,7.6,8.0,70.7,0.32,5000.0,7000.0,2.0,180.9890701999392
2120,7.4,7.4,40.8,0.17,17000.0,30000.0,2.0,442.16748572581724
2121,7.2,7.4,38.8,0.12,22000.0,28000.0,2.0,553.3326292306866
2122,7.5,7.6,52.3,0.14,24000.0,160000.0,2.0,628.8385169363025
2123,7.2,7.5,54.2,0.1,5000.0,30000.0,3.0,188.14928782951924
2124,4.0,7.4,194.0,0.48,90.0,160000.0,16.0,237.0681994992437
2125,7.1,7.4,119.0,0.53,900.0,160000.0,2.0,116.13906447922574
2126,2.6,7.2,188.0,0.14,230.0,300.0,19.0,234.60611729929224
2127,4.8,6.6,61.8,0.17,160000.0,160000.0,17.0,3766.978060660665
2128,5.5,7.3,150.0,0.14,160000.0,160000.0,11.0,3722.663907489767
2129,5.8,6.9,162.0,0.11,170.0,280.0,11.0,141.8457855943393
2130,5.3,6.7,186.0,0.23,90000.0,160000.0,14.0,2190.665419569298
2131,5.3,7.5,216.0,0.35,160000.0,160000.0,13.0,3744.8393038939143
2132,6.1,7.0,142.7,0.25,160000.0,160000.0,9.0,3696.876390186478
2133,6.5,7.3,141.6,0.2,160000.0,160000.0,11.0,3717.857672209756
2134,7.3,6.8,158.2,0.29,160000.0,160000.0,9.0,3687.6396529936933
2135,5.7,7.1,148.9,0.53,170.0,1300.0,10.0,137.21490982626696
2136,5.4,6.95,181.5,0.34,160000.0,160000.0,21.0,3805.6200219695797
2137,5.6,7.05,160.0,0.25,50000.0,90000.0,9.0,1250.3300039018523
2138,6.7,7.14,149.2,0.57,50000.0,90000.0,7.0,1228.928461616507
2139,6.4,7.22,147.2,0.36,160000.0,160000.0,9.0,3699.264687924494
2140,6.7,6.93,117.0,0.82,160000.0,160000.0,6.0,3666.2750860797228
2141,5.9,6.79,134.8,0.45,90000.0,160000.0,8.0,2136.241004573217
2142,5.6,6.35,153.3,0.61,160000.0,160000.0,14.0,3732.3020226764415
2143,6.5,6.95,144.0,0.59,160000.0,160000.0,11.0,3711.8258420006996
2144,7.3,6.8,60.5,0.07,22000.0,160000.0,6.0,607.0570761564128
2145,6.0,7.4,142.0,0.36,160000.0,160000.0,3.0,3651.1994819284987
2146,5.6,6.9,147.0,0.37,16000.0,160000.0,17.0,581.6148304273479
2147,4.0,6.7,205.0,0.42,90000.0,90000.0,14.0,2181.453396309396
2148,6.2,7.6,98.2,0.07,160000.0,160000.0,4.0,3662.5194456197514
2149,7.1,7.3,108.0,0.48,17000.0,160000.0,8.0,523.8058939489987
2150,6.4,7.8,141.0,0.48,35000.0,160000.0,13.0,978.4652752692444
2151,6.4,7.3,153.0,0.54,160000.0,160000.0,16.0,3762.639033272793
2152,6.7,7.1,125.0,0.36,7000.0,160000.0,2.0,247.83385205467735
2153,7.5,7.1,91.2,0.18,500.0,1700.0,10.0,135.89572869605468
2154,6.9,6.7,130.0,0.23,24000.0,50000.0,8.0,644.9001060851007
2155,8.2,7.6,103.0,0.1,170.0,90000.0,2.0,82.62160246079422
2156,7.3,6.7,101.0,0.22,90000.0,160000.0,5.0,2101.354590958156
2157,7.0,7.5,125.0,0.08,50000.0,160000.0,2.0,1204.9054476886276
2158,7.8,7.0,114.0,0.05,24000.0,30000.0,4.0,605.9196526876383
2159,7.6,6.9,136.0,0.16,160000.0,160000.0,4.0,3643.6523744279984
2160,7.1,7.6,138.0,0.27,90000.0,90000.0,2.0,2075.904255632251
2161,7.0,7.1,77.0,0.16,50000.0,90000.0,3.0,1191.3216424994998
2162,8.5,7.6,85.4,0.4,24000.0,50000.0,6.0,635.1284697653971
2163,9.1,6.9,82.3,0.15,30000.0,90000.0,4.0,743.9935829295922
2164,7.1,7.3,75.2,0.35,30.0,130.0,3.0,68.59305169283368
2165,8.5,7.42,85.4,0.4,24000.0,50000.0,6.0,632.0041929776164
2166,9.1,6.69,82.3,0.15,30000.0,90000.0,4.0,740.3485933438483
2167,8.5,7.28,117.8,0.24,13000.0,30000.0,3.0,355.148239944625
2168,8.5,7.28,117.8,0.24,13000.0,30000.0,3.0,355.148239944625
2169,9.4,7.51,138.5,0.43,13000.0,30000.0,3.0,354.8358764794057
2170,7.7,7.31,120.2,0.23,50000.0,160000.0,2.0,1198.2552771027797
2171,7.7,7.26,120.2,0.23,50000.0,160000.0,2.0,1197.3874224395074
2172,7.4,7.56,63.2,0.15,13000.0,28000.0,2.0,355.9836105940318
2173,8.5,7.72,117.8,0.24,13000.0,30000.0,3.0,362.7853609814221
2174,9.4,7.39,138.5,0.43,5000.0,160000.0,3.0,204.48005606746403
2175,7.0,6.74,70.2,0.22,50000.0,90000.0,2.0,1176.2260236226966
2176,7.2,6.87,89.0,0.28,30000.0,160000.0,2.0,750.4163041451868
2177,8.0,6.64,130.1,0.38,7000.0,14000.0,2.0,201.28846089469246
2178,7.1,7.08,170.8,0.47,90000.0,160000.0,5.0,2108.9552413865777
2179,7.0,7.12,70.2,0.22,50000.0,90000.0,2.0,1182.8217190635667
2180,7.2,7.35,89.0,0.28,30000.0,160000.0,2.0,758.7477089126019
2181,8.0,7.3,130.1,0.38,7000.0,14000.0,2.0,212.744142449888
2182,7.1,7.28,170.8,0.47,90000.0,160000.0,5.0,2112.4266600396672
2183,7.8,6.6,43.2,0.22,50000.0,160000.0,2.0,1185.4325143580334
2184,7.2,7.2,223.0,0.31,160000.0,160000.0,2.0,3633.115286826665
2185,7.6,7.1,78.7,0.17,50000.0,90000.0,3.0,1188.4365514928497
2186,7.4,7.1,157.0,0.27,8000.0,160000.0,2.0,266.59373855438054
2187,6.7,7.5,69.7,0.2,160000.0,160000.0,3.0,3649.534051966606
2188,7.3,7.3,97.0,0.15,30000.0,30000.0,3.0,737.4690597025314
2189,7.8,7.3,105.0,0.23,50000.0,160000.0,3.0,1206.4493665848843
2190,7.1,7.4,378.0,0.44,30000.0,90000.0,4.0,762.3911285268999
2191,7.3,7.0,57.1,0.23,24000.0,30000.0,4.0,608.3321986524915
2192,7.1,6.7,152.9,0.32,24000.0,24000.0,3.0,593.9383586723138
2193,7.2,7.5,96.0,0.36,1300.0,17000.0,2.0,94.57580924302948
2194,7.1,6.7,110.0,0.24,220.0,2800.0,5.0,80.6743455034228
2195,6.9,7.4,103.0,0.3,3000.0,11000.0,5.0,157.12840666495612
2196,7.6,6.9,119.0,0.16,8000.0,50000.0,2.0,237.79637899869977
2197,6.7,7.1,147.0,0.09,90000.0,160000.0,4.0,2102.327843607559
2198,7.0,6.9,119.0,0.28,24000.0,30000.0,3.0,599.2068147204362
2199,6.9,7.0,72.6,0.16,30000.0,30000.0,2.0,725.329880603602
2200,8.4,7.5,87.0,0.2,13000.0,50000.0,3.0,363.8627650450502
2201,8.9,6.8,79.1,0.16,5000.0,8000.0,4.0,171.81625613437686
2202,6.9,7.2,83.4,0.36,300.0,900.0,2.0,65.11590165068472
2203,8.9,6.59,79.1,0.16,5000.0,8000.0,4.0,168.17126654863284
2204,8.4,7.38,87.0,0.2,13000.0,50000.0,3.0,361.7799138531965
2205,7.2,6.97,74.0,0.21,11000.0,16000.0,2.0,299.7978363586663
2206,8.5,7.52,115.4,0.23,5000.0,13000.0,2.0,169.65569950902625
2207,9.0,7.33,148.7,0.61,5000.0,13000.0,3.0,172.85340046489617
2208,7.4,7.23,109.4,0.27,2200.0,3500.0,2.0,105.85001198645645
2209,7.2,7.34,74.0,0.21,11000.0,16000.0,2.0,306.219960866882
2210,8.5,7.67,115.4,0.23,5000.0,13000.0,2.0,172.2592634988434
2211,9.0,7.27,148.7,0.61,5000.0,13000.0,3.0,171.81197486896932
2212,7.4,7.27,109.4,0.27,2200.0,3500.0,2.0,106.54429571707435
2213,7.5,6.66,69.2,0.24,50000.0,90000.0,2.0,1172.4339538368401
2214,7.0,6.96,73.3,0.26,7000.0,17000.0,2.0,212.29188876129612
2215,8.3,6.84,116.3,0.41,8000.0,17000.0,2.0,226.11102682229912
2216,6.7,7.25,137.5,0.49,8000.0,90000.0,4.0,274.7977127382897
2217,7.5,7.09,69.2,0.24,50000.0,90000.0,2.0,1179.8975039409825
2218,7.0,7.29,73.3,0.26,7000.0,17000.0,2.0,218.0197295388939
2219,8.3,7.32,116.3,0.41,8000.0,17000.0,2.0,234.4424315897141
2220,6.7,7.25,137.5,0.49,8000.0,90000.0,4.0,274.7977127382897
2221,6.7,6.86,137.5,0.49,8000.0,90000.0,4.0,268.02844636476505
2222,7.0,7.1,75.4,0.17,17000.0,160000.0,2.0,467.6617702991346
2223,6.8,7.2,57.9,0.18,24000.0,24000.0,2.0,595.1717440419892
2224,7.4,7.3,53.2,0.16,13000.0,35000.0,2.0,353.01876674358573
2225,7.6,7.2,94.0,0.25,70.0,90.0,2.0,56.46934966521216
2226,7.0,7.4,91.9,0.26,8000.0,22000.0,3.0,252.02205220725767
2227,7.1,6.9,114.0,0.27,30000.0,90000.0,3.0,744.783461834519
2228,7.3,7.4,97.7,0.5,70.0,140.0,9.0,123.38807663212577
2229,8.1,7.9,106.0,1.4,70.0,350.0,3.0,75.25183839847415
2230,6.6,6.6,103.0,0.56,170.0,1700.0,5.0,80.0275771859596
2231,8.0,8.2,105.0,0.82,9999.0,9999.0,5.0,320.44772834499975
2232,8.7,7.3,98.3,0.2,28000.0,90000.0,3.0,699.7570933444073
2233,8.3,7.7,110.0,0.3,90000.0,9999.0,6.0,2089.567940715045
2234,6.5,7.1,96.0,0.27,30000.0,90000.0,4.0,759.9895746757494
2235,9.2,8.2,91.5,0.19,50000.0,9999.0,7.0,1217.5408927632104
2236,9.7,7.0,92.7,0.44,5000.0,24000.0,6.0,192.71761980936265
2237,6.6,7.3,98.9,0.79,220.0,1600.0,4.0,84.43403760857267
2238,9.2,8.19,91.5,0.19,50000.0,160000.0,7.0,1250.562984003664
2239,9.7,6.74,92.7,0.44,5000.0,24000.0,6.0,188.20477556034623
2240,7.5,7.44,98.2,0.89,24000.0,90000.0,4.0,628.3665332616131
2241,7.5,7.21,98.2,0.89,24000.0,90000.0,4.0,624.3744018105601
2242,7.9,7.47,120.0,1.69,90000.0,9999.0,6.0,2087.6543023859995
2243,6.8,7.25,104.8,0.74,160000.0,160000.0,4.0,3653.632584719944
2244,7.5,7.44,98.2,0.89,24000.0,90000.0,4.0,628.3665332616131
2245,9.2,7.76,117.2,0.92,50000.0,160000.0,4.0,1216.6285470324121
2246,7.9,7.33,120.1,1.69,90000.0,160000.0,6.0,2118.419993632239
2247,6.8,7.26,104.8,0.74,160000.0,160000.0,4.0,3653.8061556525986
2248,6.9,6.93,80.2,0.83,24000.0,160000.0,3.0,629.0295233689085
2249,7.0,7.01,83.2,0.8,90000.0,160000.0,4.0,2099.385898683768
2250,8.5,7.12,88.6,1.08,90000.0,160000.0,3.0,2085.258456136865
2251,6.7,6.82,89.5,0.77,90000.0,160000.0,6.0,2115.2336817783785
2252,6.9,7.32,80.2,0.83,24000.0,160000.0,3.0,635.798789742433
2253,7.0,7.37,83.2,0.8,90000.0,160000.0,4.0,2105.634452259329
2254,8.5,7.5,88.6,1.08,90000.0,160000.0,3.0,2091.854151577735
2255,6.7,7.26,89.5,0.77,90000.0,160000.0,6.0,2122.8708028151755
2256,7.3,6.9,43.8,0.11,17000.0,22000.0,2.0,432.193715710657
2257,7.4,7.6,92.7,0.74,160000.0,160000.0,3.0,3647.966211956242
2258,7.5,7.0,99.1,0.74,24000.0,24000.0,4.0,606.1072246042806
2259,6.1,6.6,96.9,1.13,160000.0,160000.0,6.0,3663.463235663348
2260,6.7,7.5,8.4,0.5,90000.0,160000.0,3.0,2100.432697775833
2261,7.1,7.5,80.8,0.42,160000.0,160000.0,6.0,3674.192530530037
2262,6.9,7.0,95.7,0.67,80.0,80.0,7.0,100.891538254223
2263,6.5,7.5,110.0,0.72,90000.0,160000.0,7.0,2136.8498818963003
2264,1.1,7.4,520.0,0.25,160000.0,160000.0,46.0,4055.485742307817
2265,4.6,7.8,326.0,5.77,160000.0,160000.0,39.0,3984.1858121973687
2266,3.8,6.0,323.8,1.3,160000.0,160000.0,14.0,3734.9998593390665
2267,1.6,7.5,542.0,0.25,220.0,900.0,63.0,634.1191930740447
2268,1.4,6.5,502.0,0.12,22000.0,160000.0,92.0,1391.6197357277738
2269,3.9,7.7,404.0,0.42,160000.0,160000.0,29.0,3896.729165366981
2270,3.4,7.2,424.0,0.02,5000.0,90000.0,52.0,648.3287390421121
2271,1.0,6.9,489.0,0.01,160000.0,160000.0,73.0,4286.2623743986505
2272,0.8,6.9,478.0,0.08,160000.0,160000.0,56.0,4136.74377812492
2273,2.7,6.7,411.4,0.1,24000.0,90000.0,79.0,1302.5065588668194
2274,1.5,8.1,426.2,0.05,17000.0,9000.0,51.0,911.8805333085694
2275,4.2,7.4,418.0,0.22,1700.0,35000.0,19.0,270.6504289661657
2276,2.2,7.4,411.4,0.21,160000.0,160000.0,56.0,4138.686486240939
2277,2.2,7.32,411.4,0.21,160000.0,160000.0,56.0,4137.297918779704
2278,2.7,6.85,411.4,0.1,24000.0,90000.0,79.0,1305.1101228566365
2279,1.2,7.3,418.0,0.04,160000.0,160000.0,34.0,3946.9980060165667
2280,1.5,7.51,485.8,0.08,160000.0,160000.0,69.0,4259.0432061080755
2281,4.9,7.54,347.9,1.65,160000.0,160000.0,53.0,4101.7139245037715
2282,1.5,7.44,472.0,0.2,160000.0,160000.0,70.0,4266.690387412557
2283,1.5,7.52,472.0,0.2,160000.0,160000.0,70.0,4268.078954873793
2284,1.2,7.1,418.0,0.04,160000.0,160000.0,34.0,3943.526587363477
2285,1.5,7.43,485.8,0.08,160000.0,160000.0,69.0,4257.65463864684
2286,4.9,7.37,347.9,1.65,160000.0,160000.0,53.0,4098.763218648645
2287,4.0,7.4,376.0,1.33,160000.0,160000.0,37.0,3961.951137797991
2288,1.5,7.22,453.0,0.13,160000.0,160000.0,69.0,4254.0078545947945
2289,0.8,6.75,510.0,0.03,160000.0,160000.0,110.0,4612.156180089485
2290,1.0,6.98,471.0,0.04,160000.0,160000.0,63.0,4199.12906131526
2291,4.0,7.43,376.0,1.33,160000.0,160000.0,37.0,3962.4718505959545
2292,4.0,7.4,376.0,1.33,160000.0,160000.0,37.0,3961.951137797991
2293,1.5,7.37,453.0,0.13,160000.0,160000.0,69.0,4256.611418584612
2294,0.8,7.36,510.0,0.03,160000.0,160000.0,110.0,4622.744006981408
2295,1.0,7.34,471.0,0.04,160000.0,160000.0,63.0,4205.377614890821
2296,6.2,7.7,210.0,0.76,160000.0,160000.0,22.0,3823.693419719111
2297,3.5,7.7,438.0,0.71,160000.0,160000.0,35.0,3951.8054612095516
2298,0.09,7.3,430.0,0.24,160000.0,160000.0,70.0,4271.03888722585
2299,1.5,7.0,437.0,0.33,160000.0,160000.0,77.0,4321.024550832804
2300,4.8,7.8,345.0,3.35,50000.0,160000.0,48.0,1628.3000871977324
2301,5.3,7.7,366.0,2.39,160000.0,160000.0,30.0,3899.0528588194716
2302,3.6,7.6,478.0,0.4,160000.0,160000.0,21.0,3825.633986264698
2303,3.6,7.6,446.0,0.55,57.0,9000.0,25.0,288.04942443487425
2304,0.8,7.3,445.0,1.2,160000.0,160000.0,86.0,4409.3652390457455
2305,4.2,7.5,335.0,1.0,160000.0,160000.0,22.0,3829.897759348793
2306,1.1,7.4,566.0,0.04,14000.0,160000.0,27.0,656.2598272032888
2307,0.7,7.3,508.0,0.08,160000.0,160000.0,77.0,4330.068816738163
2308,3.1,7.6,441.0,0.2,160000.0,160000.0,28.0,3889.9742306629123
2309,4.4,7.4,235.0,0.52,28000.0,350000.0,36.0,1071.9036838194438
2310,7.1,7.4,92.8,0.54,3500.0,160000.0,4.0,191.3773585019571
2311,5.2,6.2,200.0,0.75,160000.0,160000.0,11.0,3705.0921141778103
2312,6.2,7.6,173.0,0.27,80.0,80.0,28.0,300.54130906442754
2313,5.1,6.6,246.0,0.26,160000.0,160000.0,28.0,3862.958673529566
2314,5.8,7.1,233.0,0.05,1100.0,13000.0,13.0,186.42674148803675
2315,5.2,6.7,232.0,0.04,160000.0,160000.0,26.0,3846.4819133498127
2316,5.0,6.8,212.0,0.33,160000.0,160000.0,15.0,3751.833782856894
2317,5.6,7.0,152.1,0.25,160000.0,160000.0,18.0,3778.952995252234
2318,5.2,7.5,244.0,0.9,160000.0,160000.0,20.0,3807.351523650926
2319,7.4,6.8,157.0,0.09,160000.0,160000.0,12.0,3713.6927896999487
2320,4.2,7.2,204.9,0.22,50.0,350.0,19.0,222.9487188585517
2321,5.2,7.48,244.0,0.9,160000.0,160000.0,20.0,3807.004381785617
2322,7.4,6.79,157.0,0.09,160000.0,160000.0,12.0,3713.519218767294
2323,5.2,7.02,168.2,0.16,3500.0,17000.0,15.0,259.6245673458014
2324,1.5,7.43,467.0,0.04,160000.0,160000.0,73.0,4293.054576997016
2325,7.7,7.33,183.8,0.75,160000.0,160000.0,9.0,3694.9704756807837
2326,4.5,7.46,245.0,0.45,160000.0,160000.0,23.0,3836.532288910075
2327,4.5,7.27,245.0,0.45,160000.0,160000.0,23.0,3833.23444118964
2328,5.2,7.72,168.2,0.16,3500.0,17000.0,15.0,271.7745326316149
2329,1.5,7.35,467.9,0.04,160000.0,160000.0,73.0,4291.666208708425
2330,7.7,7.18,183.8,0.75,160000.0,160000.0,9.0,3692.366911690967
2331,6.8,6.78,78.6,0.25,90000.0,160000.0,2.0,2078.590593829204
2332,4.9,7.18,176.9,0.33,160000.0,160000.0,24.0,3838.57186199895
2333,3.5,6.77,319.0,0.27,160000.0,160000.0,68.0,4227.708823503516
2334,4.1,7.09,221.0,0.72,160000.0,160000.0,30.0,3894.0235565312983
2335,4.9,7.39,176.9,0.33,160000.0,160000.0,24.0,3842.2168515846943
2336,3.5,7.35,319.0,0.27,160000.0,160000.0,68.0,4237.7759375974765
2337,4.1,7.33,221.0,0.72,160000.0,160000.0,30.0,3898.1892589150057
2338,6.8,7.11,78.6,0.25,90000.0,160000.0,2.0,2084.318434606802
2339,6.9,6.9,56.3,0.3,160000.0,160000.0,2.0,3629.31345483089
2340,5.0,8.0,262.0,1.34,160000.0,160000.0,12.0,3746.2273854823147
2341,5.5,7.0,207.0,0.26,160000.0,160000.0,18.0,3779.447330983557
2342,4.0,6.9,264.0,0.35,160000.0,160000.0,29.0,3882.3237650190563
2343,6.2,7.5,76.2,0.47,17000.0,90000.0,3.0,471.8472288617995
2344,6.3,7.5,159.0,0.8,160000.0,160000.0,10.0,3713.5085819017227
2345,6.6,7.2,132.0,0.32,160000.0,160000.0,5.0,3662.539153885026
2346,6.0,7.4,131.0,0.34,160000.0,160000.0,7.0,3686.603332149641
2347,1.8,7.6,414.0,0.08,160.0,160.0,78.0,766.1359920850538
2348,3.1,6.0,308.2,0.42,160.0,160.0,15.0,174.44076592995447
2349,0.7,7.4,533.0,0.01,160.0,160.0,61.0,617.489286697535
2350,4.2,7.8,334.0,0.01,160.0,160.0,28.0,315.4299379532829
2351,3.4,7.8,449.0,0.15,80.0,110.0,25.0,290.9815931589574
2352,3.9,7.2,418.0,0.01,1700.0,30.0,73.0,738.8747251653815
2353,2.5,7.0,449.0,0.01,160.0,160.0,85.0,814.3190012865492
2354,3.1,7.6,571.0,14.2,160.0,160.0,52.0,531.3045763262105
2355,2.2,7.5,431.0,0.09,17.0,160.0,43.0,449.49201756085046
2356,1.3,7.3,443.9,0.16,160000.0,160000.0,51.0,4097.021757276423
2357,1.7,7.0,519.4,0.02,160000.0,160000.0,21.0,3824.3281373672785
2358,3.0,8.5,419.9,0.21,140.0,350.0,26.0,315.28909694271994
2359,5.9,7.6,245.4,0.38,17000.0,28000.0,31.0,709.1923366015538
2360,1.5,7.18,412.1,0.01,160000.0,160000.0,34.0,3943.4672905374773
2361,4.6,7.61,417.5,0.86,160000.0,160000.0,62.0,4183.970326375543
2362,4.0,7.49,402.0,0.18,160000.0,160000.0,49.0,4069.6187626404917
2363,6.0,7.59,257.0,0.71,160000.0,160000.0,15.0,3760.786440162189
2364,0.7,7.23,484.0,0.03,160000.0,160000.0,81.0,4364.251514930454
2365,0.5,6.81,615.0,0.01,160000.0,160000.0,134.0,4827.112758392895
2366,4.8,7.32,366.0,0.51,160000.0,160000.0,37.0,3956.6219965101336
2367,6.7,7.5,254.0,0.88,160000.0,160000.0,17.0,3773.578798086974
2368,1.3,7.2,404.0,0.25,160000.0,160000.0,25.0,3865.1319969489527
2369,1.3,7.2,436.0,0.01,160000.0,160000.0,68.0,4245.753905457786
2370,0.5,7.0,575.0,0.02,160000.0,160000.0,93.0,4467.466026669272
2371,2.5,7.6,355.0,0.18,160000.0,160000.0,13.0,3760.057809497097
2372,3.3,7.5,395.0,0.15,160000.0,160000.0,19.0,3807.591632350771
2373,3.2,7.7,426.0,0.24,160000.0,160000.0,30.0,3908.934133646264
2374,5.2,7.7,376.0,0.45,160000.0,160000.0,19.0,3801.950858295684
2375,6.6,7.9,200.0,0.38,2.8,0.0,2.1,72.84605236531624
2376,6.0,7.2,167.8,0.87,160000.0,160000.0,7.0,3683.1979787077935
2377,6.2,6.7,192.0,0.52,2200.0,160000.0,10.0,207.9203241779558
2378,4.6,8.2,204.8,0.94,24000.0,160000.0,7.0,697.5862447747043
2379,5.2,7.03,191.3,0.7,160000.0,160000.0,6.0,3675.2305241555678
2380,1.6,7.16,214.1,0.78,160000.0,160000.0,21.0,3827.601858753928
2381,1.2,7.8,257.2,0.78,160000.0,160000.0,84.0,4398.327716603108
2382,4.8,7.17,172.9,0.29,90000.0,160000.0,23.0,2280.9014362778066
2383,5.5,6.96,185.7,0.6,160000.0,160000.0,14.0,3743.3770202755163
2384,5.1,7.09,183.0,0.89,160000.0,160000.0,11.0,3721.0325583363237
2385,5.3,6.49,201.0,1.13,160000.0,160000.0,9.0,3691.982092503804
2386,4.6,6.81,200.0,0.87,160000.0,160000.0,12.0,3727.431732959024
2387,5.9,7.2,161.0,0.72,160000.0,160000.0,5.0,3665.9569392526887
2388,6.0,7.1,172.0,1.0,160000.0,160000.0,6.0,3672.6252883904804
2389,5.9,7.1,174.0,0.29,160000.0,160000.0,7.0,3681.881349272232
2390,3.4,6.7,218.0,0.86,90000.0,160000.0,6.0,2129.065184116555
2391,6.1,7.7,156.0,0.55,50000.0,90000.0,5.0,1223.8300779420135
2392,6.0,7.4,171.0,0.44,160000.0,160000.0,6.0,3677.770995242032
2393,5.9,7.6,210.0,0.17,160000.0,160000.0,12.0,3734.815336389411
2394,3.6,7.4,222.0,0.34,600.0,1700.0,7.0,135.56860595149854
2395,5.0,7.4,201.0,0.45,160000.0,160000.0,7.0,3691.4417782090495
2396,5.7,7.3,179.0,0.65,900.0,1600.0,8.0,139.2233742538686
2397,5.2,7.3,165.0,0.37,90000.0,160000.0,4.0,2113.0502458152914
2398,3.5,7.5,305.0,1.86,8000.0,24000.0,12.0,350.92970890812984
2399,5.5,7.6,201.0,0.38,14000.0,160000.0,2.0,417.21658096427177
2400,5.4,6.6,245.3,0.95,160000.0,160000.0,2.0,3631.4355888072464
2401,5.2,7.3,271.0,0.47,160000.0,160000.0,10.0,3715.3179118005314
2402,3.7,7.2,275.0,0.75,300.0,1700.0,25.0,284.37165802585287
2403,4.9,7.5,280.0,0.14,90000.0,160000.0,20.0,2259.5991397477997
2404,5.3,7.3,275.0,0.12,3000.0,17000.0,2.0,137.8800485453582
2405,4.4,6.9,292.0,0.39,5000.0,11000.0,8.0,231.34579614555136
